gene_id	gene_name	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000143321.17	HDGF	protein_coding	0.4486872246827283	8.64070831744055	5.857610402157744	9.384065505945689e-9	1.2505205693223227e-4	9.632674517209717
ENSG00000095787.20	WAC	protein_coding	0.29518106422253204	7.14585847783352	5.68534845941546	2.4225661060755535e-8	1.6141557964781413e-4	8.769062120898129
ENSG00000116031.8	CD207	protein_coding	-1.6799997412782437	1.5144422004092328	-5.598272011014464	3.878888179126779e-8	1.723002129168115e-4	7.927757232818558
ENSG00000281649.1	EBLN3	lincRNA	0.3803942262044944	6.094509589542891	5.280340509072773	2.0574538731696115e-7	6.854407578464561e-4	6.775464056730664
ENSG00000158481.11	CD1C	protein_coding	-1.059107985295699	1.5908107272568355	-5.114753883813295	4.7534580487073844e-7	0.00118932520313267	5.65003633099534
ENSG00000006468.12	ETV1	protein_coding	-0.8224555371042834	4.833861581366961	-5.090837621702398	5.354908613834624e-7	0.00118932520313267	5.88557870168124
ENSG00000107937.17	GTPBP4	protein_coding	0.443613974636407	5.917845311292262	5.03857212950201	6.93640363057281e-7	0.0012375350874011168	5.646749037546249
ENSG00000173198.5	CYSLTR1	protein_coding	-0.75200301297875	2.4168095992174177	-4.995429596727967	8.573971297682209e-7	0.0012375350874011168	5.290858320290966
ENSG00000154269.13	ENPP3	protein_coding	-1.4309597941719994	1.6646999814988228	-4.984333752327617	9.052125446616744e-7	0.0012375350874011168	5.174070904857482
ENSG00000139514.11	SLC7A1	protein_coding	0.567778822739096	5.570226640376401	4.979097563927292	9.286620796946698e-7	0.0012375350874011168	5.376289533685433
ENSG00000174437.15	ATP2A2	protein_coding	0.3875323450103126	8.672735816752072	4.893207341908093	1.408242739584977e-6	0.0017060220679735822	4.991490142457501
ENSG00000168060.13	NAALADL1	protein_coding	-0.5005929135326312	1.556061093445829	-4.775769931227021	2.4643748781650027e-6	0.0027366883022022356	4.106814516868096
ENSG00000176171.10	BNIP3	protein_coding	0.5811600278747269	6.187336985986165	4.737230323476374	2.9539196536070103e-6	0.0030031454102133013	4.306922102172988
