gene_id	gene_name	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000143321.17	HDGF	protein_coding	0.3932928875376241	8.751480876898501	5.93634121492331	4.240498009343432e-9	5.622900360389391e-5	10.312483950100454
ENSG00000173198.5	CYSLTR1	protein_coding	-0.7249761213656254	1.8462617048226009	-5.609274593673595	2.7471642075782772e-8	1.821369869624398e-4	8.020644653843062
ENSG00000158477.6	CD1A	protein_coding	-1.2916662179488718	1.1012913386753433	-5.51348373349561	4.6658806641695854e-8	2.0623192535629568e-4	7.314979328289452
ENSG00000107937.17	GTPBP4	protein_coding	0.4066413222948134	6.060878418928236	5.2823138403011	1.6210841277017617e-7	5.37389388333134e-4	6.960387104481289
ENSG00000095787.20	WAC	protein_coding	0.25542739606402726	7.121808354015346	5.235081339706016	2.0788321365896208e-7	5.513062826235674e-4	6.738560650309776
ENSG00000006468.12	ETV1	protein_coding	-0.7351489104847981	4.478661942301377	-5.054773929546491	5.276353846171831e-7	0.0010247026021631476	5.860435066008432
ENSG00000160183.12	TMPRSS3	protein_coding	-1.0176912169470007	1.9379302062404364	-5.049874469015135	5.409440584571669e-7	0.0010247026021631476	5.544489850576953
ENSG00000133710.14	SPINK5	protein_coding	-1.2269173152606885	3.3909739322165304	-4.986147401102007	7.465005290312854e-7	0.0010303242571734308	5.4194167666195
ENSG00000118322.11	ATP10B	protein_coding	-1.09622503973687	2.213727748844464	-4.979210141623602	7.729709229955108e-7	0.0010303242571734308	5.237831116573348
ENSG00000061455.10	PRDM6	protein_coding	-0.6295287298647673	2.0727186036972673	-4.96997252132676	8.096281406131167e-7	0.0010303242571734308	5.077373656571808
ENSG00000169570.8	DTWD2	protein_coding	-0.3434350327319762	2.732842491610566	-4.9591480371817775	8.547184637185322e-7	0.0010303242571734308	5.118937136763774
ENSG00000176928.5	GCNT4	protein_coding	-0.7062562408522715	1.199316489003182	-4.922242231308763	1.0273908638697822e-6	0.0011352669045761093	4.5229964811058
ENSG00000168246.5	UBTD2	protein_coding	-0.28367612918570573	4.938087629668697	-4.890839442569241	1.2003858626562294e-6	0.0012243935799093539	5.113548057596104
ENSG00000135931.16	ARMC9	protein_coding	-0.4613878429037739	3.9483981296981288	-4.812142932367557	1.766147568220838e-6	0.0016727940539005936	4.738803125190625
ENSG00000008441.15	NFIX	protein_coding	-0.5912875880724114	5.976160045229147	-4.714810863885457	2.8258526536909324e-6	0.0024980537458627844	4.338490809955567
ENSG00000006042.10	TMEM98	protein_coding	-0.5921528940816727	5.667867764237093	-4.665010797267225	3.5824229988351457e-6	0.002968933060284627	4.121494235673319
ENSG00000118762.6	PKD2	protein_coding	-0.3486668066181704	4.9085761527002285	-4.641631470397431	4.001421974299587e-6	0.003121109139953678	4.016712108753675
ENSG00000114738.9	MAPKAPK3	protein_coding	-0.3479246964654932	5.717673579296145	-4.568698096092261	5.63266405517127e-6	0.004149395853976169	3.7077975419190947
ENSG00000113272.12	THG1L	protein_coding	-0.30352325342125175	3.471206343681899	-4.53299188770199	6.647607606320835e-6	0.004639330361042857	3.473894707349354
ENSG00000184678.9	HIST2H2BE	protein_coding	0.7970917750650091	4.555854725599603	4.513182751777268	7.284001065734323e-6	0.004829292706581856	3.4360361984645458
ENSG00000090975.11	PITPNM2	protein_coding	0.46160605504346425	4.424873126803064	4.497647688570791	7.823509007569776e-6	0.004939987116208345	3.382221617833645
ENSG00000281649.1	EBLN3	lincRNA	0.326397550232496	5.995294584658904	4.477512611534082	8.579910315705042e-6	0.005073950297606418	3.3241059423416477
ENSG00000179023.8	KLHDC7A	protein_coding	-0.836977511418068	1.0556673182823029	-4.47194877003885	8.800969596149896e-6	0.005073950297606418	3.1590357533986637
ENSG00000132031.11	MATN3	protein_coding	-0.7023060616376676	2.3377830621731253	-4.431295566967491	1.058983253227608e-5	0.0058508824740825345	2.9829238710120674
ENSG00000168243.9	GNG4	protein_coding	1.5774901010495566	1.8829680224140626	4.420463316508234	1.112225816791171e-5	0.005899245732260371	2.4089986546957247
ENSG00000174437.15	ATP2A2	protein_coding	0.29982679620015706	8.867672611111324	4.364756706157264	1.4290024772181834e-5	0.0071835581256499866	2.8622288532562
ENSG00000168961.15	LGALS9	protein_coding	-0.5688440201545829	6.03654398557511	-4.359542024561618	1.4627154554490924e-5	0.0071835581256499866	2.8369799266816047
ENSG00000136758.17	YME1L1	protein_coding	0.23303727583738082	7.336441703805053	4.320609496670677	1.7395341641277556e-5	0.008022902487511367	2.6794681434804213
ENSG00000164941.12	INTS8	protein_coding	0.2880459777056638	5.559319953812853	4.318660369061478	1.7546317657453216e-5	0.008022902487511367	2.6763384856755277
ENSG00000166592.10	RRAD	protein_coding	-0.7886167232979925	3.2390124238607525	-4.288984002002676	2.0005310238194867e-5	0.008609774492067169	2.5463809048945114
ENSG00000113761.10	ZNF346	protein_coding	-0.26685147909283136	3.4493825095296313	-4.281371335626324	2.068719104019503e-5	0.008609774492067169	2.473866061224415
ENSG00000232931.4	LINC00342	lincRNA	-0.7145746330673965	2.8277345941893204	-4.2603971118466	2.2682452746547393e-5	0.008609774492067169	2.3939666118756193
ENSG00000152785.6	BMP3	protein_coding	-1.0609782699377848	2.5363424863461344	-4.256873051818701	2.3035203429092215e-5	0.008609774492067169	2.400270645361826
ENSG00000148702.13	HABP2	protein_coding	-1.0459861340623178	1.125334695450252	-4.24478856589631	2.428497188801138e-5	0.008609774492067169	2.299333424840915
ENSG00000275395.3	FCGBP	protein_coding	-0.9302621744081632	4.435931189552265	-4.240776236724835	2.471402653502909e-5	0.008609774492067169	2.3673222612886953
ENSG00000187098.13	MITF	protein_coding	-0.42857811578187066	3.2287416420650477	-4.238352625604579	2.4976682561876546e-5	0.008609774492067169	2.3260848355341466
ENSG00000188761.10	BCL2L15	protein_coding	-0.7213366930086622	1.2131636016648373	-4.234248311358233	2.5427559918868075e-5	0.008609774492067169	2.250047488872122
ENSG00000120262.9	CCDC170	protein_coding	-0.6910861473235448	1.3794299800944385	-4.230496370789484	2.5846503829281317e-5	0.008609774492067169	2.099641144216088
ENSG00000164251.4	F2RL1	protein_coding	-0.6790253015447985	4.58729888095566	-4.229570774856816	2.5950863233648033e-5	0.008609774492067169	2.324823648804654
ENSG00000115325.12	DOK1	protein_coding	-0.32144837656108327	3.827198650872835	-4.229382230894542	2.5972170413475623e-5	0.008609774492067169	2.315991280042958
ENSG00000115207.12	GTF3C2	protein_coding	0.20444413132226294	6.294728711505313	4.20900117492272	2.8376336549613438e-5	0.008947229240255674	2.2352815741889005
ENSG00000183742.11	MACC1	protein_coding	-0.6457937635233322	4.61769742181256	-4.208737087486083	2.8408837144837087e-5	0.008947229240255674	2.2410430598768896
ENSG00000153187.15	HNRNPU	protein_coding	0.18582164896225759	8.85012566447337	4.203868481096588	2.901439346387587e-5	0.008947229240255674	2.2220250100710004
ENSG00000176171.10	BNIP3	protein_coding	0.5077656619346697	6.146541781838668	4.178238381580442	3.2410313531894643e-5	0.009764122024618708	2.1179618315766886
ENSG00000031003.9	FAM13B	protein_coding	-0.2735357377934368	4.403148877783224	-4.173093270748126	3.3136160717031815e-5	0.009764122024618708	2.105515949174146
ENSG00000113578.16	FGF1	protein_coding	-0.6403372191309229	1.6676318078124472	-4.148079574068619	3.6890909777608664e-5	0.010634205731545453	1.7386771744933158
